 Iteration,         tX,         tY,         tZ,         rX,         rY,         rZ,    Fitness,         x1,         x2,         x3,         x4,         x5,         x6
         0, 0.42538465, 0.58870322, 0.15435899, 0.11402784, 0.44399742, 0.80501295, 80.8448920, 80.844892, 80.844892, 80.844892, 80.844892, 80.844892, 80.844892
         0, 0.2851945, 0.78800573, 0.60414485, 0.75416385, 0.24973657, 0.94095104, 81.0427532, 81.0427532, 81.0427532, 81.0427532, 81.0427532, 81.0427532, 81.0427532
         0, 0.22859704, 0.46952685, 0.84703929, 0.15198434, 0.53242989, 0.73252898, 81.0516470, 81.051647, 81.051647, 81.051647, 81.051647, 81.051647, 81.051647
         0, 0.87676682, 0.47624001, 0.6849818, 0.38896927, 0.26164749, 0.20971958, 81.1807292, 81.1807292, 81.1807292, 81.1807292, 81.1807292, 81.1807292, 81.1807292
         0, 0.54242876, 0.0994398, 0.3380984, 0.04161647, 0.12953103, 0.21216278, 81.3406688, 81.3406688, 81.3406688, 81.3406688, 81.3406688, 81.3406688, 81.3406688
         0, 0.31767478, 0.86002713, 0.40982599, 0.42472843, 0.85789038, 0.38161857, 82.6743051, 82.6743051, 82.6743051, 82.6743051, 82.6743051, 82.6743051, 82.6743051
         0, 0.71465612, 0.80983056, 0.47930921, 0.52856506, 0.91199843, 0.13194708, 83.1814415, 83.1814415, 83.1814415, 83.1814415, 83.1814415, 83.1814415, 83.1814415
         0, 0.66665786, 0.3301591, 0.25580454, 0.05775661, 0.55677976, 0.62928909, 84.8600280, 84.860028, 84.860028, 84.860028, 84.860028, 84.860028, 84.860028
         0, 0.65617498, 0.18433927, 0.73574305, 0.57497258, 0.15250864, 0.42912119, 84.9191050, 84.919105, 84.919105, 84.919105, 84.919105, 84.919105, 84.919105
         0, 0.49036357, 0.82794583, 0.82118148, 0.98618809, 0.51619496, 0.02560884, 84.9488808, 84.9488808, 84.9488808, 84.9488808, 84.9488808, 84.9488808, 84.9488808
         0, 0.61658667, 0.25742712, 0.20611796, 0.29191524, 0.14051509, 0.12725745, 85.3695334, 85.3695334, 85.3695334, 85.3695334, 85.3695334, 85.3695334, 85.3695334
         0, 0.35397668, 0.17382517, 0.33415018, 0.67956489, 0.07754906, 0.01356839, 85.6553544, 85.6553544, 85.6553544, 85.6553544, 85.6553544, 85.6553544, 85.6553544
         0, 0.47515131, 0.85710667, 0.26761775, 0.58376592, 0.62857459, 0.31834557, 85.9736284, 85.9736284, 85.9736284, 85.9736284, 85.9736284, 85.9736284, 85.9736284
         0, 0.80611992, 0.64546442, 0.3105777, 0.95061382, 0.07472503, 0.589651, 86.0809306, 86.0809306, 86.0809306, 86.0809306, 86.0809306, 86.0809306, 86.0809306
         0, 0.0904021, 0.44233088, 0.2835454, 0.45771958, 0.39239726, 0.95366397, 86.6238112, 86.6238112, 86.6238112, 86.6238112, 86.6238112, 86.6238112, 86.6238112
         0, 0.44667848, 0.15416139, 0.76054956, 0.25261663, 0.48680663, 0.6150266, 86.7653778, 86.7653778, 86.7653778, 86.7653778, 86.7653778, 86.7653778, 86.7653778
         0, 0.15761074, 0.13334418, 0.51965472, 0.96130401, 0.56558447, 0.40831351, 87.1223048, 87.1223048, 87.1223048, 87.1223048, 87.1223048, 87.1223048, 87.1223048
         0, 0.39599798, 0.39610132, 0.08789954, 0.29791901, 0.99331809, 0.79900963, 87.3491456, 87.3491456, 87.3491456, 87.3491456, 87.3491456, 87.3491456, 87.3491456
         0, 0.23582328, 0.28663409, 0.23780118, 0.80814064, 0.6709064, 0.94258304, 87.5523441, 87.5523441, 87.5523441, 87.5523441, 87.5523441, 87.5523441, 87.5523441
         0, 0.17125885, 0.63052353, 0.2320617, 0.82762657, 0.88910296, 0.91832977, 88.1804620, 88.180462, 88.180462, 88.180462, 88.180462, 88.180462, 88.180462
         0, 0.7831313, 0.17669442, 0.42384422, 0.93387443, 0.19139299, 0.96304914, 89.0459652, 89.0459652, 89.0459652, 89.0459652, 89.0459652, 89.0459652, 89.0459652
         0, 0.18603458, 0.55334016, 0.24398271, 0.59644512, 0.12800649, 0.20426478, 89.2888689, 89.2888689, 89.2888689, 89.2888689, 89.2888689, 89.2888689, 89.2888689
         0, 0.91570543, 0.28776281, 0.65237218, 0.25496104, 0.24881953, 0.49671908, 89.5450907, 89.5450907, 89.5450907, 89.5450907, 89.5450907, 89.5450907, 89.5450907
         0, 0.44847197, 0.07468318, 0.63305593, 0.37191801, 0.7382382, 0.6109169, 90.4755646, 90.4755646, 90.4755646, 90.4755646, 90.4755646, 90.4755646, 90.4755646
         0, 0.49897248, 0.07956061, 0.45407829, 0.91090515, 0.92753797, 0.98281148, 90.6859869, 90.6859869, 90.6859869, 90.6859869, 90.6859869, 90.6859869, 90.6859869
         0, 0.47705837, 0.07982227, 0.66590381, 0.47319921, 0.7434429, 0.51838432, 91.4280173, 91.4280173, 91.4280173, 91.4280173, 91.4280173, 91.4280173, 91.4280173
         0, 0.2409376, 0.83470827, 0.75317064, 0.34892692, 0.88564255, 0.61444441, 91.5173641, 91.5173641, 91.5173641, 91.5173641, 91.5173641, 91.5173641, 91.5173641
         0, 0.23103071, 0.13618936, 0.42078493, 0.12691946, 0.52065238, 0.36898893, 91.9735253, 91.9735253, 91.9735253, 91.9735253, 91.9735253, 91.9735253, 91.9735253
         0, 0.78645636, 0.24255786, 0.29768302, 0.49360058, 0.30509301, 0.46775256, 92.1568186, 92.1568186, 92.1568186, 92.1568186, 92.1568186, 92.1568186, 92.1568186
         0, 0.37926468, 0.10243094, 0.80684655, 0.95835518, 0.45287343, 0.92011707, 92.5528789, 92.5528789, 92.5528789, 92.5528789, 92.5528789, 92.5528789, 92.5528789
         0, 0.63370719, 0.13108674, 0.20781158, 0.51212163, 0.49732433, 0.60258473, 93.3946196, 93.3946196, 93.3946196, 93.3946196, 93.3946196, 93.3946196, 93.3946196
         0, 0.54078089, 0.89575014, 0.33557501, 0.61029947, 0.60893518, 0.18641165, 93.5564742, 93.5564742, 93.5564742, 93.5564742, 93.5564742, 93.5564742, 93.5564742
         0, 0.6537453, 0.39834449, 0.17880409, 0.27788907, 0.53085197, 0.30061082, 93.7248541, 93.7248541, 93.7248541, 93.7248541, 93.7248541, 93.7248541, 93.7248541
         0, 0.62037439, 0.35494039, 0.12744528, 0.65639447, 0.22074834, 0.48677521, 93.8629584, 93.8629584, 93.8629584, 93.8629584, 93.8629584, 93.8629584, 93.8629584
         0, 0.76773588, 0.47255292, 0.2609056, 0.60368282, 0.81173564, 0.06960649, 94.0432308, 94.0432308, 94.0432308, 94.0432308, 94.0432308, 94.0432308, 94.0432308
         0, 0.29731386, 0.28140605, 0.94518824, 0.17904193, 0.32024687, 0.18761568, 94.2582577, 94.2582577, 94.2582577, 94.2582577, 94.2582577, 94.2582577, 94.2582577
         0, 0.891453, 0.66479891, 0.53352686, 0.69329662, 0.48231744, 0.7750837, 95.0806273, 95.0806273, 95.0806273, 95.0806273, 95.0806273, 95.0806273, 95.0806273
         0, 0.76053946, 0.11456434, 0.75604871, 0.64348673, 0.28375481, 0.05542427, 95.6600391, 95.6600391, 95.6600391, 95.6600391, 95.6600391, 95.6600391, 95.6600391
         0, 0.65979074, 0.15750227, 0.17239766, 0.75900519, 0.24632819, 0.29032042, 95.6994780, 95.699478, 95.699478, 95.699478, 95.699478, 95.699478, 95.699478
         0, 0.93684775, 0.43493207, 0.54307726, 0.85393954, 0.57339907, 0.41096365, 95.8065788, 95.8065788, 95.8065788, 95.8065788, 95.8065788, 95.8065788, 95.8065788
         0, 0.43029179, 0.24923229, 0.18679949, 0.6861704, 0.83501211, 0.93131355, 96.4347160, 96.434716, 96.434716, 96.434716, 96.434716, 96.434716, 96.434716
         0, 0.94559567, 0.69929183, 0.64189886, 0.33304225, 0.17372564, 0.1530664, 96.4724561, 96.4724561, 96.4724561, 96.4724561, 96.4724561, 96.4724561, 96.4724561
         0, 0.01515811, 0.30353707, 0.45175528, 0.80843105, 0.96185785, 0.72719756, 96.6857194, 96.6857194, 96.6857194, 96.6857194, 96.6857194, 96.6857194, 96.6857194
         0, 0.50972485, 0.37678415, 0.9501586, 0.35105101, 0.52176887, 0.8615184, 96.7721679, 96.7721679, 96.7721679, 96.7721679, 96.7721679, 96.7721679, 96.7721679
         0, 0.80091885, 0.5961725, 0.23477939, 0.69304196, 0.58316557, 0.66541178, 96.8945250, 96.894525, 96.894525, 96.894525, 96.894525, 96.894525, 96.894525
         0, 0.75483655, 0.05194402, 0.48028411, 0.95958464, 0.98776635, 0.24258914, 97.4120252, 97.4120252, 97.4120252, 97.4120252, 97.4120252, 97.4120252, 97.4120252
         0, 0.75546372, 0.0723427, 0.63711643, 0.1753652, 0.3763172, 0.36660904, 97.5951338, 97.5951338, 97.5951338, 97.5951338, 97.5951338, 97.5951338, 97.5951338
         0, 0.62939041, 0.20242044, 0.13716904, 0.46866527, 0.20811884, 0.82509331, 98.2749822, 98.2749822, 98.2749822, 98.2749822, 98.2749822, 98.2749822, 98.2749822
         0, 0.85441076, 0.72333141, 0.7177476, 0.93952151, 0.65380182, 0.74361803, 98.5391135, 98.5391135, 98.5391135, 98.5391135, 98.5391135, 98.5391135, 98.5391135
         0, 0.14949962, 0.67832423, 0.17169916, 0.04383525, 0.13353834, 0.73846106, 98.7783534, 98.7783534, 98.7783534, 98.7783534, 98.7783534, 98.7783534, 98.7783534
         0, 0.13911154, 0.14548096, 0.69758405, 0.16079281, 0.2542862, 0.51583644, 99.7710888, 99.7710888, 99.7710888, 99.7710888, 99.7710888, 99.7710888, 99.7710888
         0, 0.46058337, 0.2115569, 0.13145476, 0.46808759, 0.97071513, 0.78241385, 99.7789074, 99.7789074, 99.7789074, 99.7789074, 99.7789074, 99.7789074, 99.7789074
         0, 0.75031259, 0.72720705, 0.19177616, 0.54618674, 0.37845955, 0.6665433, 99.9800800, 99.98008, 99.98008, 99.98008, 99.98008, 99.98008, 99.98008
         0, 0.48264858, 0.79904082, 0.18254076, 0.59983209, 0.06863316, 0.06148051, 99.9871197, 99.9871197, 99.9871197, 99.9871197, 99.9871197, 99.9871197, 99.9871197
         0, 0.78500284, 0.27260428, 0.31240851, 0.49758168, 0.91136454, 0.56873285, 100.390223, 100.390223, 100.390223, 100.390223, 100.390223, 100.390223, 100.390223
         0, 0.53783489, 0.00701403, 0.83081311, 0.93135673, 0.34916516, 0.1555795, 100.684761, 100.684761, 100.684761, 100.684761, 100.684761, 100.684761, 100.684761
         0, 0.68533272, 0.90042064, 0.48325726, 0.66414052, 0.27831479, 0.89596531, 100.913614, 100.913614, 100.913614, 100.913614, 100.913614, 100.913614, 100.913614
         0, 0.80108959, 0.1745712, 0.67949293, 0.82238479, 0.16074464, 0.62024728, 101.649338, 101.649338, 101.649338, 101.649338, 101.649338, 101.649338, 101.649338
         0, 0.84404236, 0.63585921, 0.29204932, 0.11012023, 0.85302112, 0.21410457, 101.686787, 101.686787, 101.686787, 101.686787, 101.686787, 101.686787, 101.686787
         0, 0.67344104, 0.77532981, 0.88990616, 0.03035508, 0.21291395, 0.72347114, 101.697953, 101.697953, 101.697953, 101.697953, 101.697953, 101.697953, 101.697953
         0, 0.50781664, 0.44582686, 0.00495037, 0.97763597, 0.21056953, 0.71077007, 101.811455, 101.811455, 101.811455, 101.811455, 101.811455, 101.811455, 101.811455
         0, 0.79580122, 0.08793629, 0.3227141, 0.86828418, 0.30350168, 0.45563778, 101.971660, 101.97166, 101.97166, 101.97166, 101.97166, 101.97166, 101.97166
         0, 0.67282017, 0.96940417, 0.38754522, 0.60818629, 0.009277, 0.19708787, 102.379320, 102.37932, 102.37932, 102.37932, 102.37932, 102.37932, 102.37932
         0, 0.90007946, 0.38542953, 0.79595579, 0.82566681, 0.5810231, 0.43289919, 102.574530, 102.57453, 102.57453, 102.57453, 102.57453, 102.57453, 102.57453
         0, 0.48250888, 0.11182211, 0.93557175, 0.74162258, 0.22433422, 0.06329464, 102.652323, 102.652323, 102.652323, 102.652323, 102.652323, 102.652323, 102.652323
         0, 0.75835409, 0.04280864, 0.45731132, 0.29962207, 0.41672906, 0.62383308, 102.690224, 102.690224, 102.690224, 102.690224, 102.690224, 102.690224, 102.690224
         0, 0.44390425, 0.26103755, 0.07347669, 0.50613097, 0.72444831, 0.89359808, 102.976566, 102.976566, 102.976566, 102.976566, 102.976566, 102.976566, 102.976566
         0, 0.01827026, 0.12978681, 0.51130279, 0.03402413, 0.66108974, 0.14876247, 103.190847, 103.190847, 103.190847, 103.190847, 103.190847, 103.190847, 103.190847
         0, 0.44130107, 0.98056922, 0.52094841, 0.77252221, 0.84036431, 0.50895967, 103.623827, 103.623827, 103.623827, 103.623827, 103.623827, 103.623827, 103.623827
         0, 0.88296918, 0.78072808, 0.52886284, 0.55539521, 0.2938195, 0.97131703, 103.624402, 103.624402, 103.624402, 103.624402, 103.624402, 103.624402, 103.624402
         0, 0.11300656, 0.08975267, 0.40487422, 0.25184424, 0.05768259, 0.84919671, 103.722963, 103.722963, 103.722963, 103.722963, 103.722963, 103.722963, 103.722963
         0, 0.94556703, 0.43419829, 0.56042805, 0.75223017, 0.02056564, 0.47461809, 103.925593, 103.925593, 103.925593, 103.925593, 103.925593, 103.925593, 103.925593
         0, 0.72531359, 0.43534318, 0.04628076, 0.04575005, 0.05594099, 0.736624, 104.158013, 104.158013, 104.158013, 104.158013, 104.158013, 104.158013, 104.158013
         0, 0.02766524, 0.79945216, 0.42474009, 0.21415619, 0.68555032, 0.49231057, 104.880099, 104.880099, 104.880099, 104.880099, 104.880099, 104.880099, 104.880099
         0, 0.2192114, 0.16082536, 0.25474221, 0.73518223, 0.95921614, 0.20643411, 105.607551, 105.607551, 105.607551, 105.607551, 105.607551, 105.607551, 105.607551
         0, 0.05088755, 0.66925592, 0.65247397, 0.50573794, 0.17550639, 0.05848555, 105.889030, 105.88903, 105.88903, 105.88903, 105.88903, 105.88903, 105.88903
         0, 0.20829444, 0.01264608, 0.58165973, 0.3809338, 0.97975981, 0.38073131, 106.152864, 106.152864, 106.152864, 106.152864, 106.152864, 106.152864, 106.152864
         0, 0.56048907, 0.44719837, 0.05824632, 0.66903105, 0.66582612, 0.85357086, 106.824529, 106.824529, 106.824529, 106.824529, 106.824529, 106.824529, 106.824529
         0, 0.89961802, 0.16462441, 0.62163262, 0.18934577, 0.01846539, 0.84079735, 107.148770, 107.14877, 107.14877, 107.14877, 107.14877, 107.14877, 107.14877
         0, 0.77895746, 0.92330507, 0.5801122, 0.63048943, 0.43531926, 0.62367983, 107.853464, 107.853464, 107.853464, 107.853464, 107.853464, 107.853464, 107.853464
         0, 0.61128288, 0.60498445, 0.09684639, 0.60086033, 0.73926099, 0.88504048, 108.164633, 108.164633, 108.164633, 108.164633, 108.164633, 108.164633, 108.164633
         0, 0.39008804, 0.00293708, 0.68281798, 0.57059249, 0.12083502, 0.19804457, 108.221057, 108.221057, 108.221057, 108.221057, 108.221057, 108.221057, 108.221057
         0, 0.07518317, 0.74533159, 0.68943645, 0.29659283, 0.08986544, 0.81398808, 109.382984, 109.382984, 109.382984, 109.382984, 109.382984, 109.382984, 109.382984
         0, 0.12257086, 0.4326965, 0.89098462, 0.82025293, 0.15491309, 0.29253533, 110.200075, 110.200075, 110.200075, 110.200075, 110.200075, 110.200075, 110.200075
         0, 0.27798235, 0.2319116, 0.03116866, 0.50328355, 0.73903714, 0.56203147, 110.710879, 110.710879, 110.710879, 110.710879, 110.710879, 110.710879, 110.710879
         0, 0.06233315, 0.66956952, 0.32830382, 0.45237751, 0.08375083, 0.953603, 111.000476, 111.000476, 111.000476, 111.000476, 111.000476, 111.000476, 111.000476
         0, 0.91382716, 0.12047423, 0.52287053, 0.22554522, 0.42670656, 0.45430247, 111.871597, 111.871597, 111.871597, 111.871597, 111.871597, 111.871597, 111.871597
         0, 0.95476799, 0.58502024, 0.50030373, 0.70057826, 0.86855831, 0.71822602, 112.228291, 112.228291, 112.228291, 112.228291, 112.228291, 112.228291, 112.228291
         0, 0.91581147, 0.5745602, 0.899898, 0.22968725, 0.42425946, 0.21686183, 112.741515, 112.741515, 112.741515, 112.741515, 112.741515, 112.741515, 112.741515
         0, 0.92158635, 0.54540517, 0.22124561, 0.11325867, 0.34176239, 0.28390004, 115.254295, 115.254295, 115.254295, 115.254295, 115.254295, 115.254295, 115.254295
         0, 0.69573165, 0.90915805, 0.89843353, 0.2237642, 0.39806681, 0.61337028, 116.336811, 116.336811, 116.336811, 116.336811, 116.336811, 116.336811, 116.336811
         0, 0.68718986, 0.9562325, 0.46504056, 0.58678657, 0.53720288, 0.01322039, 116.821232, 116.821232, 116.821232, 116.821232, 116.821232, 116.821232, 116.821232
         0, 0.1416985, 0.49795855, 0.03989601, 0.6028059, 0.27346974, 0.1891145, 116.824773, 116.824773, 116.824773, 116.824773, 116.824773, 116.824773, 116.824773
         0, 0.78298349, 0.88646758, 0.2899381, 0.27143554, 0.26023073, 0.48984697, 117.656193, 117.656193, 117.656193, 117.656193, 117.656193, 117.656193, 117.656193
         0, 0.81951898, 0.14100668, 0.75788276, 0.41739061, 0.78307905, 0.41435602, 117.694599, 117.694599, 117.694599, 117.694599, 117.694599, 117.694599, 117.694599
         0, 0.93004819, 0.8120144, 0.49640447, 0.4737141, 0.52046179, 0.19184079, 118.013774, 118.013774, 118.013774, 118.013774, 118.013774, 118.013774, 118.013774
