 Iteration,         tX,         tY,         tZ,         rX,         rY,         rZ,    Fitness,         x1,         x2,         x3,         x4,         x5,         x6
         0, 0.07093043, 0.43976285, 0.10247058, 0.95117253, 0.01046151, 0.12951008, 118.678338, 118.678338, 118.678338, 118.678338, 118.678338, 118.678338, 118.678338
         0, 0.73453406, 0.36851709, 0.058637, 0.08449152, 0.38364756, 0.93672695, 119.387609, 119.387609, 119.387609, 119.387609, 119.387609, 119.387609, 119.387609
         0, 0.04675397, 0.11829445, 0.59939241, 0.85465959, 0.13105497, 0.65379141, 119.989662, 119.989662, 119.989662, 119.989662, 119.989662, 119.989662, 119.989662
         0, 0.81704234, 0.84259731, 0.19865553, 0.26716911, 0.60573723, 0.88104428, 120.151096, 120.151096, 120.151096, 120.151096, 120.151096, 120.151096, 120.151096
         0, 0.1827136, 0.18857935, 0.13175412, 0.03842685, 0.12604537, 0.1496314, 120.260984, 120.260984, 120.260984, 120.260984, 120.260984, 120.260984, 120.260984
         0, 0.79815413, 0.01421845, 0.67810171, 0.43670139, 0.32760306, 0.36337664, 120.340923, 120.340923, 120.340923, 120.340923, 120.340923, 120.340923, 120.340923
         0, 0.98547534, 0.67785264, 0.32769825, 0.61703382, 0.46925775, 0.78789772, 120.423077, 120.423077, 120.423077, 120.423077, 120.423077, 120.423077, 120.423077
         0, 0.69978153, 0.88088184, 0.97928289, 0.92784724, 0.38312427, 0.99323851, 120.801146, 120.801146, 120.801146, 120.801146, 120.801146, 120.801146, 120.801146
         0, 0.09870554, 0.13622595, 0.89526892, 0.18794672, 0.69143496, 0.96916693, 121.001742, 121.001742, 121.001742, 121.001742, 121.001742, 121.001742, 121.001742
         0, 0.94661896, 0.93126834, 0.59390557, 0.36032135, 0.24000347, 0.1179982, 122.277356, 122.277356, 122.277356, 122.277356, 122.277356, 122.277356, 122.277356
         0, 0.88980407, 0.23054349, 0.91156561, 0.96665315, 0.63041151, 0.33823015, 122.476453, 122.476453, 122.476453, 122.476453, 122.476453, 122.476453, 122.476453
         0, 0.85981845, 0.75370653, 0.20169902, 0.23401871, 0.15573228, 0.56799441, 122.788397, 122.788397, 122.788397, 122.788397, 122.788397, 122.788397, 122.788397
         0, 0.18413909, 0.04306079, 0.32061424, 0.12464029, 0.31765369, 0.89918836, 123.871432, 123.871432, 123.871432, 123.871432, 123.871432, 123.871432, 123.871432
         0, 0.92009669, 0.64142386, 0.16364727, 0.83304951, 0.33989602, 0.84138365, 124.655735, 124.655735, 124.655735, 124.655735, 124.655735, 124.655735, 124.655735
         0, 0.99062212, 0.70617547, 0.54501714, 0.92018815, 0.5200111, 0.06042362, 124.986447, 124.986447, 124.986447, 124.986447, 124.986447, 124.986447, 124.986447
         0, 0.88766612, 0.82941348, 0.83729472, 0.86556362, 0.63350918, 0.88514083, 126.230824, 126.230824, 126.230824, 126.230824, 126.230824, 126.230824, 126.230824
         0, 0.98528232, 0.3769448, 0.30067915, 0.94214647, 0.47125067, 0.98880946, 126.844204, 126.844204, 126.844204, 126.844204, 126.844204, 126.844204, 126.844204
         0, 0.95448494, 0.08792002, 0.28813412, 0.88613692, 0.03728943, 0.1473098, 127.221054, 127.221054, 127.221054, 127.221054, 127.221054, 127.221054, 127.221054
         0, 0.01048566, 0.62385692, 0.0567741, 0.79297993, 0.72192796, 0.10327428, 127.276119, 127.276119, 127.276119, 127.276119, 127.276119, 127.276119, 127.276119
         0, 0.86525571, 0.94153341, 0.33519639, 0.44200674, 0.28144429, 0.58606139, 127.511570, 127.51157, 127.51157, 127.51157, 127.51157, 127.51157, 127.51157
         0, 0.24658313, 0.86124366, 0.96708446, 0.66606468, 0.38608977, 0.56718241, 128.622954, 128.622954, 128.622954, 128.622954, 128.622954, 128.622954, 128.622954
         0, 0.80367887, 0.04991804, 0.84219641, 0.39540031, 0.26425762, 0.12693768, 128.674427, 128.674427, 128.674427, 128.674427, 128.674427, 128.674427, 128.674427
         0, 0.00815448, 0.38330459, 0.98017802, 0.05158871, 0.86897767, 0.26491383, 128.734539, 128.734539, 128.734539, 128.734539, 128.734539, 128.734539, 128.734539
         0, 0.10405142, 0.55654776, 0.05625786, 0.21784152, 0.22450952, 0.54492109, 128.748896, 128.748896, 128.748896, 128.748896, 128.748896, 128.748896, 128.748896
         0, 0.18640282, 0.04638237, 0.08695076, 0.56092821, 0.53382392, 0.73047638, 128.999911, 128.999911, 128.999911, 128.999911, 128.999911, 128.999911, 128.999911
         0, 0.03193188, 0.79635558, 0.13659433, 0.99600382, 0.14017061, 0.56085934, 129.817784, 129.817784, 129.817784, 129.817784, 129.817784, 129.817784, 129.817784
         0, 0.55577359, 0.02834141, 0.99746188, 0.14947401, 0.58077043, 0.13587564, 130.193135, 130.193135, 130.193135, 130.193135, 130.193135, 130.193135, 130.193135
         0, 0.32218329, 0.91106507, 0.0194977, 0.38519487, 0.544298, 0.74023239, 130.199443, 130.199443, 130.199443, 130.199443, 130.199443, 130.199443, 130.199443
         0, 0.01605692, 0.73219798, 0.13881055, 0.59309539, 0.94915976, 0.22966871, 132.606243, 132.606243, 132.606243, 132.606243, 132.606243, 132.606243, 132.606243
         0, 0.21627172, 0.88762846, 0.1023627, 0.12925974, 0.53124545, 0.18403224, 132.606579, 132.606579, 132.606579, 132.606579, 132.606579, 132.606579, 132.606579
         0, 0.00212211, 0.02233238, 0.29198704, 0.67962847, 0.58532113, 0.56008192, 132.964124, 132.964124, 132.964124, 132.964124, 132.964124, 132.964124, 132.964124
         0, 0.72304318, 0.97953908, 0.23440282, 0.4578602, 0.2565913, 0.68834023, 133.198491, 133.198491, 133.198491, 133.198491, 133.198491, 133.198491, 133.198491
         0, 0.01508155, 0.07119609, 0.38400273, 0.2240668, 0.17560465, 0.25191357, 134.025941, 134.025941, 134.025941, 134.025941, 134.025941, 134.025941, 134.025941
         0, 0.79921165, 0.19881171, 0.11185018, 0.63431874, 0.9411312, 0.72477625, 134.121091, 134.121091, 134.121091, 134.121091, 134.121091, 134.121091, 134.121091
         0, 0.66952921, 0.9298664, 0.03060997, 0.95188583, 0.88456119, 0.19096248, 135.823196, 135.823196, 135.823196, 135.823196, 135.823196, 135.823196, 135.823196
         0, 0.03137933, 0.96747802, 0.65076415, 0.51230178, 0.21615553, 0.59481044, 135.875841, 135.875841, 135.875841, 135.875841, 135.875841, 135.875841, 135.875841
         0, 0.49232527, 0.93652692, 0.1232828, 0.52979553, 0.95023309, 0.86962488, 136.746550, 136.74655, 136.74655, 136.74655, 136.74655, 136.74655, 136.74655
         0, 0.07727641, 0.13176704, 0.98618243, 0.60733295, 0.06064176, 0.00371506, 138.733198, 138.733198, 138.733198, 138.733198, 138.733198, 138.733198, 138.733198
         0, 0.0760572, 0.0344442, 0.95826685, 0.21749459, 0.20227129, 0.36823369, 141.718916, 141.718916, 141.718916, 141.718916, 141.718916, 141.718916, 141.718916
         0, 0.1670607, 0.96950965, 0.13374726, 0.01604824, 0.01067976, 0.29873167, 144.759472, 144.759472, 144.759472, 144.759472, 144.759472, 144.759472, 144.759472
         0, 0.92403151, 0.42483516, 0.01728557, 0.71542556, 0.96551551, 0.95420422, 145.308687, 145.308687, 145.308687, 145.308687, 145.308687, 145.308687, 145.308687
         0, 0.98497035, 0.12641583, 0.85712196, 0.7490713, 0.82565058, 0.96310101, 146.869654, 146.869654, 146.869654, 146.869654, 146.869654, 146.869654, 146.869654
         0, 0.9682561, 0.07328428, 0.08876206, 0.0724389, 0.02656439, 0.24037399, 147.171436, 147.171436, 147.171436, 147.171436, 147.171436, 147.171436, 147.171436
         0, 0.90629866, 0.90648648, 0.94985235, 0.65807643, 0.25618963, 0.9889322, 148.178015, 148.178015, 148.178015, 148.178015, 148.178015, 148.178015, 148.178015
         0, 0.00455219, 0.11773624, 0.12631582, 0.75193293, 0.1683641, 0.15012886, 148.381144, 148.381144, 148.381144, 148.381144, 148.381144, 148.381144, 148.381144
         0, 0.73537854, 0.97880221, 0.01438556, 0.11090221, 0.69032509, 0.69825455, 154.445227, 154.445227, 154.445227, 154.44
